"vary","value","sim","model","fdr_threshold","sensitivity","false_positives","n_significant","observed_fdr"
"days",90,14,"Simple univariate",0.05,0.8,28,32,0.875
"days",90,14,"Simple univariate",0.1,0.8,35,39,0.897435897435897
"days",90,14,"Simple univariate",0.2,0.8,40,44,0.909090909090909
"days",90,14,"Covariate-adjusted",0.05,0.4,6,8,0.75
"days",90,14,"Covariate-adjusted",0.1,0.6,8,11,0.727272727272727
"days",90,14,"Covariate-adjusted",0.2,0.6,12,15,0.8
"days",90,15,"Simple univariate",0.05,1,31,36,0.861111111111111
"days",90,15,"Simple univariate",0.1,1,38,43,0.883720930232558
"days",90,15,"Simple univariate",0.2,1,46,51,0.901960784313726
"days",90,15,"Covariate-adjusted",0.05,0.8,8,12,0.666666666666667
"days",90,15,"Covariate-adjusted",0.1,0.8,12,16,0.75
"days",90,15,"Covariate-adjusted",0.2,0.8,31,35,0.885714285714286
"days",90,16,"Simple univariate",0.05,1,18,23,0.782608695652174
"days",90,16,"Simple univariate",0.1,1,26,31,0.838709677419355
"days",90,16,"Simple univariate",0.2,1,38,43,0.883720930232558
"days",90,16,"Covariate-adjusted",0.05,0.8,14,18,0.777777777777778
"days",90,16,"Covariate-adjusted",0.1,0.8,19,23,0.826086956521739
"days",90,16,"Covariate-adjusted",0.2,0.8,26,30,0.866666666666667
"days",90,17,"Simple univariate",0.05,0.8,15,19,0.789473684210526
"days",90,17,"Simple univariate",0.1,0.8,24,28,0.857142857142857
"days",90,17,"Simple univariate",0.2,0.8,28,32,0.875
"days",90,17,"Covariate-adjusted",0.05,0.4,13,15,0.866666666666667
"days",90,17,"Covariate-adjusted",0.1,0.4,19,21,0.904761904761905
"days",90,17,"Covariate-adjusted",0.2,0.6,27,30,0.9
"days",90,18,"Simple univariate",0.05,1,15,20,0.75
"days",90,18,"Simple univariate",0.1,1,26,31,0.838709677419355
"days",90,18,"Simple univariate",0.2,1,32,37,0.864864864864865
"days",90,18,"Covariate-adjusted",0.05,0.8,11,15,0.733333333333333
"days",90,18,"Covariate-adjusted",0.1,1,17,22,0.772727272727273
"days",90,18,"Covariate-adjusted",0.2,1,20,25,0.8
"days",90,19,"Simple univariate",0.05,0.6,29,32,0.90625
"days",90,19,"Simple univariate",0.1,0.6,37,40,0.925
"days",90,19,"Simple univariate",0.2,0.6,43,46,0.934782608695652
"days",90,19,"Covariate-adjusted",0.05,0.6,11,14,0.785714285714286
"days",90,19,"Covariate-adjusted",0.1,0.6,28,31,0.903225806451613
"days",90,19,"Covariate-adjusted",0.2,0.6,41,44,0.931818181818182
"days",90,20,"Simple univariate",0.05,0.8,20,24,0.833333333333333
"days",90,20,"Simple univariate",0.1,0.8,30,34,0.882352941176471
"days",90,20,"Simple univariate",0.2,0.8,37,41,0.902439024390244
"days",90,20,"Covariate-adjusted",0.05,0.8,15,19,0.789473684210526
"days",90,20,"Covariate-adjusted",0.1,0.8,25,29,0.862068965517241
"days",90,20,"Covariate-adjusted",0.2,0.8,27,31,0.870967741935484
"days",90,21,"Simple univariate",0.05,0.8,26,30,0.866666666666667
"days",90,21,"Simple univariate",0.1,0.8,35,39,0.897435897435897
"days",90,21,"Simple univariate",0.2,0.8,48,52,0.923076923076923
"days",90,21,"Covariate-adjusted",0.05,0.4,9,11,0.818181818181818
"days",90,21,"Covariate-adjusted",0.1,0.6,18,21,0.857142857142857
"days",90,21,"Covariate-adjusted",0.2,0.6,26,29,0.896551724137931
"days",90,22,"Simple univariate",0.05,0.8,33,37,0.891891891891892
"days",90,22,"Simple univariate",0.1,0.8,36,40,0.9
"days",90,22,"Simple univariate",0.2,0.8,46,50,0.92
"days",90,22,"Covariate-adjusted",0.05,0.6,25,28,0.892857142857143
"days",90,22,"Covariate-adjusted",0.1,0.6,29,32,0.90625
"days",90,22,"Covariate-adjusted",0.2,0.8,38,42,0.904761904761905
"days",90,23,"Simple univariate",0.05,1,26,31,0.838709677419355
"days",90,23,"Simple univariate",0.1,1,35,40,0.875
"days",90,23,"Simple univariate",0.2,1,42,47,0.893617021276596
"days",90,23,"Covariate-adjusted",0.05,0.8,13,17,0.764705882352941
"days",90,23,"Covariate-adjusted",0.1,1,19,24,0.791666666666667
"days",90,23,"Covariate-adjusted",0.2,1,28,33,0.848484848484849
"days",90,24,"Simple univariate",0.05,1,15,20,0.75
"days",90,24,"Simple univariate",0.1,1,18,23,0.782608695652174
"days",90,24,"Simple univariate",0.2,1,23,28,0.821428571428571
"days",90,24,"Covariate-adjusted",0.05,0.8,8,12,0.666666666666667
"days",90,24,"Covariate-adjusted",0.1,0.8,15,19,0.789473684210526
"days",90,24,"Covariate-adjusted",0.2,1,23,28,0.821428571428571
"days",90,25,"Simple univariate",0.05,0.8,16,20,0.8
"days",90,25,"Simple univariate",0.1,0.8,17,21,0.80952380952381
"days",90,25,"Simple univariate",0.2,0.8,28,32,0.875
"days",90,25,"Covariate-adjusted",0.05,0.2,11,12,0.916666666666667
"days",90,25,"Covariate-adjusted",0.1,0.6,18,21,0.857142857142857
"days",90,25,"Covariate-adjusted",0.2,0.8,26,30,0.866666666666667
"days",90,26,"Simple univariate",0.05,0.8,16,20,0.8
"days",90,26,"Simple univariate",0.1,0.8,20,24,0.833333333333333
"days",90,26,"Simple univariate",0.2,0.8,27,31,0.870967741935484
"days",90,26,"Covariate-adjusted",0.05,0.4,7,9,0.777777777777778
"days",90,26,"Covariate-adjusted",0.1,0.4,8,10,0.8
"days",90,26,"Covariate-adjusted",0.2,0.4,17,19,0.894736842105263
"days",90,27,"Simple univariate",0.05,0.8,19,23,0.826086956521739
"days",90,27,"Simple univariate",0.1,0.8,22,26,0.846153846153846
"days",90,27,"Simple univariate",0.2,0.8,35,39,0.897435897435897
"days",90,27,"Covariate-adjusted",0.05,0.6,11,14,0.785714285714286
"days",90,27,"Covariate-adjusted",0.1,0.6,15,18,0.833333333333333
"days",90,27,"Covariate-adjusted",0.2,0.8,30,34,0.882352941176471
"days",90,28,"Simple univariate",0.05,1,23,28,0.821428571428571
"days",90,28,"Simple univariate",0.1,1,26,31,0.838709677419355
"days",90,28,"Simple univariate",0.2,1,30,35,0.857142857142857
"days",90,28,"Covariate-adjusted",0.05,0.6,5,8,0.625
"days",90,28,"Covariate-adjusted",0.1,0.6,7,10,0.7
"days",90,28,"Covariate-adjusted",0.2,0.8,16,20,0.8
"days",90,29,"Simple univariate",0.05,1,18,23,0.782608695652174
"days",90,29,"Simple univariate",0.1,1,27,32,0.84375
"days",90,29,"Simple univariate",0.2,1,42,47,0.893617021276596
"days",90,29,"Covariate-adjusted",0.05,0.8,10,14,0.714285714285714
"days",90,29,"Covariate-adjusted",0.1,0.8,12,16,0.75
"days",90,29,"Covariate-adjusted",0.2,1,22,27,0.814814814814815
"days",90,30,"Simple univariate",0.05,1,17,22,0.772727272727273
"days",90,30,"Simple univariate",0.1,1,26,31,0.838709677419355
"days",90,30,"Simple univariate",0.2,1,30,35,0.857142857142857
"days",90,30,"Covariate-adjusted",0.05,0.8,10,14,0.714285714285714
"days",90,30,"Covariate-adjusted",0.1,1,20,25,0.8
"days",90,30,"Covariate-adjusted",0.2,1,27,32,0.84375
"days",90,31,"Simple univariate",0.05,0.4,19,21,0.904761904761905
"days",90,31,"Simple univariate",0.1,0.4,26,28,0.928571428571429
"days",90,31,"Simple univariate",0.2,0.4,39,41,0.951219512195122
"days",90,31,"Covariate-adjusted",0.05,0.2,5,6,0.833333333333333
"days",90,31,"Covariate-adjusted",0.1,0.2,11,12,0.916666666666667
"days",90,31,"Covariate-adjusted",0.2,0.2,19,20,0.95
"days",90,32,"Simple univariate",0.05,0.6,21,24,0.875
"days",90,32,"Simple univariate",0.1,0.6,30,33,0.909090909090909
"days",90,32,"Simple univariate",0.2,0.8,36,40,0.9
"days",90,32,"Covariate-adjusted",0.05,0.2,15,16,0.9375
"days",90,32,"Covariate-adjusted",0.1,0.4,16,18,0.888888888888889
"days",90,32,"Covariate-adjusted",0.2,0.6,26,29,0.896551724137931
"days",90,33,"Simple univariate",0.05,1,26,31,0.838709677419355
"days",90,33,"Simple univariate",0.1,1,30,35,0.857142857142857
"days",90,33,"Simple univariate",0.2,1,40,45,0.888888888888889
"days",90,33,"Covariate-adjusted",0.05,0.6,10,13,0.769230769230769
"days",90,33,"Covariate-adjusted",0.1,1,21,26,0.807692307692308
"days",90,33,"Covariate-adjusted",0.2,1,28,33,0.848484848484849
"days",90,34,"Simple univariate",0.05,0.8,15,19,0.789473684210526
"days",90,34,"Simple univariate",0.1,1,21,26,0.807692307692308
"days",90,34,"Simple univariate",0.2,1,30,35,0.857142857142857
"days",90,34,"Covariate-adjusted",0.05,0.6,13,16,0.8125
"days",90,34,"Covariate-adjusted",0.1,0.6,23,26,0.884615384615385
"days",90,34,"Covariate-adjusted",0.2,0.8,34,38,0.894736842105263
"days",90,35,"Simple univariate",0.05,1,21,26,0.807692307692308
"days",90,35,"Simple univariate",0.1,1,23,28,0.821428571428571
"days",90,35,"Simple univariate",0.2,1,32,37,0.864864864864865
"days",90,35,"Covariate-adjusted",0.05,0.6,9,12,0.75
"days",90,35,"Covariate-adjusted",0.1,0.8,17,21,0.80952380952381
"days",90,35,"Covariate-adjusted",0.2,0.8,27,31,0.870967741935484
"days",90,36,"Simple univariate",0.05,1,23,28,0.821428571428571
"days",90,36,"Simple univariate",0.1,1,30,35,0.857142857142857
"days",90,36,"Simple univariate",0.2,1,38,43,0.883720930232558
"days",90,36,"Covariate-adjusted",0.05,0.6,14,17,0.823529411764706
"days",90,36,"Covariate-adjusted",0.1,0.8,18,22,0.818181818181818
"days",90,36,"Covariate-adjusted",0.2,0.8,25,29,0.862068965517241
"days",90,37,"Simple univariate",0.05,1,21,26,0.807692307692308
"days",90,37,"Simple univariate",0.1,1,26,31,0.838709677419355
"days",90,37,"Simple univariate",0.2,1,42,47,0.893617021276596
"days",90,37,"Covariate-adjusted",0.05,0.4,19,21,0.904761904761905
"days",90,37,"Covariate-adjusted",0.1,0.8,29,33,0.878787878787879
"days",90,37,"Covariate-adjusted",0.2,0.8,35,39,0.897435897435897
"days",90,38,"Simple univariate",0.05,1,22,27,0.814814814814815
"days",90,38,"Simple univariate",0.1,1,28,33,0.848484848484849
"days",90,38,"Simple univariate",0.2,1,29,34,0.852941176470588
"days",90,38,"Covariate-adjusted",0.05,0.8,14,18,0.777777777777778
"days",90,38,"Covariate-adjusted",0.1,1,23,28,0.821428571428571
"days",90,38,"Covariate-adjusted",0.2,1,31,36,0.861111111111111
"days",90,39,"Simple univariate",0.05,1,23,28,0.821428571428571
"days",90,39,"Simple univariate",0.1,1,28,33,0.848484848484849
"days",90,39,"Simple univariate",0.2,1,47,52,0.903846153846154
"days",90,39,"Covariate-adjusted",0.05,0.8,13,17,0.764705882352941
"days",90,39,"Covariate-adjusted",0.1,0.8,20,24,0.833333333333333
"days",90,39,"Covariate-adjusted",0.2,0.8,34,38,0.894736842105263
"days",90,40,"Simple univariate",0.05,0.8,22,26,0.846153846153846
"days",90,40,"Simple univariate",0.1,1,27,32,0.84375
"days",90,40,"Simple univariate",0.2,1,32,37,0.864864864864865
"days",90,40,"Covariate-adjusted",0.05,0.6,9,12,0.75
"days",90,40,"Covariate-adjusted",0.1,0.8,22,26,0.846153846153846
"days",90,40,"Covariate-adjusted",0.2,0.8,29,33,0.878787878787879
"days",90,41,"Simple univariate",0.05,1,20,25,0.8
"days",90,41,"Simple univariate",0.1,1,27,32,0.84375
"days",90,41,"Simple univariate",0.2,1,31,36,0.861111111111111
"days",90,41,"Covariate-adjusted",0.05,0.6,15,18,0.833333333333333
"days",90,41,"Covariate-adjusted",0.1,0.6,16,19,0.842105263157895
"days",90,41,"Covariate-adjusted",0.2,0.8,27,31,0.870967741935484
"days",90,42,"Simple univariate",0.05,0.4,11,13,0.846153846153846
"days",90,42,"Simple univariate",0.1,0.4,14,16,0.875
"days",90,42,"Simple univariate",0.2,1,28,33,0.848484848484849
"days",90,42,"Covariate-adjusted",0.05,0.2,10,11,0.909090909090909
"days",90,42,"Covariate-adjusted",0.1,0.2,17,18,0.944444444444444
"days",90,42,"Covariate-adjusted",0.2,0.4,28,30,0.933333333333333
"days",90,43,"Simple univariate",0.05,1,19,24,0.791666666666667
"days",90,43,"Simple univariate",0.1,1,28,33,0.848484848484849
"days",90,43,"Simple univariate",0.2,1,38,43,0.883720930232558
"days",90,43,"Covariate-adjusted",0.05,0.8,16,20,0.8
"days",90,43,"Covariate-adjusted",0.1,1,24,29,0.827586206896552
"days",90,43,"Covariate-adjusted",0.2,1,38,43,0.883720930232558
"days",90,44,"Simple univariate",0.05,0.8,20,24,0.833333333333333
"days",90,44,"Simple univariate",0.1,0.8,26,30,0.866666666666667
"days",90,44,"Simple univariate",0.2,1,32,37,0.864864864864865
"days",90,44,"Covariate-adjusted",0.05,0.4,12,14,0.857142857142857
"days",90,44,"Covariate-adjusted",0.1,0.4,22,24,0.916666666666667
"days",90,44,"Covariate-adjusted",0.2,0.4,30,32,0.9375
"days",90,45,"Simple univariate",0.05,0.8,20,24,0.833333333333333
"days",90,45,"Simple univariate",0.1,1,26,31,0.838709677419355
"days",90,45,"Simple univariate",0.2,1,31,36,0.861111111111111
"days",90,45,"Covariate-adjusted",0.05,0.4,12,14,0.857142857142857
"days",90,45,"Covariate-adjusted",0.1,0.4,20,22,0.909090909090909
"days",90,45,"Covariate-adjusted",0.2,0.6,28,31,0.903225806451613
"days",90,46,"Simple univariate",0.05,0.8,10,14,0.714285714285714
"days",90,46,"Simple univariate",0.1,0.8,16,20,0.8
"days",90,46,"Simple univariate",0.2,0.8,28,32,0.875
"days",90,46,"Covariate-adjusted",0.05,0.4,5,7,0.714285714285714
"days",90,46,"Covariate-adjusted",0.1,0.4,9,11,0.818181818181818
"days",90,46,"Covariate-adjusted",0.2,0.6,17,20,0.85
"days",90,47,"Simple univariate",0.05,1,14,19,0.736842105263158
"days",90,47,"Simple univariate",0.1,1,19,24,0.791666666666667
"days",90,47,"Simple univariate",0.2,1,31,36,0.861111111111111
"days",90,47,"Covariate-adjusted",0.05,0.6,4,7,0.571428571428571
"days",90,47,"Covariate-adjusted",0.1,0.8,8,12,0.666666666666667
"days",90,47,"Covariate-adjusted",0.2,0.8,14,18,0.777777777777778
"days",90,48,"Simple univariate",0.05,0.8,14,18,0.777777777777778
"days",90,48,"Simple univariate",0.1,0.8,19,23,0.826086956521739
"days",90,48,"Simple univariate",0.2,0.8,27,31,0.870967741935484
"days",90,48,"Covariate-adjusted",0.05,0.6,8,11,0.727272727272727
"days",90,48,"Covariate-adjusted",0.1,0.6,15,18,0.833333333333333
"days",90,48,"Covariate-adjusted",0.2,0.6,20,23,0.869565217391304
"days",90,49,"Simple univariate",0.05,0.8,23,27,0.851851851851852
"days",90,49,"Simple univariate",0.1,0.8,30,34,0.882352941176471
"days",90,49,"Simple univariate",0.2,0.8,43,47,0.914893617021277
"days",90,49,"Covariate-adjusted",0.05,0.8,15,19,0.789473684210526
"days",90,49,"Covariate-adjusted",0.1,0.8,18,22,0.818181818181818
"days",90,49,"Covariate-adjusted",0.2,0.8,28,32,0.875
"days",90,50,"Simple univariate",0.05,0.8,20,24,0.833333333333333
"days",90,50,"Simple univariate",0.1,0.8,28,32,0.875
"days",90,50,"Simple univariate",0.2,0.8,37,41,0.902439024390244
"days",90,50,"Covariate-adjusted",0.05,0.8,12,16,0.75
"days",90,50,"Covariate-adjusted",0.1,0.8,18,22,0.818181818181818
"days",90,50,"Covariate-adjusted",0.2,0.8,22,26,0.846153846153846
"days",180,1,"Simple univariate",0.05,1,25,30,0.833333333333333
"days",180,1,"Simple univariate",0.1,1,34,39,0.871794871794872
"days",180,1,"Simple univariate",0.2,1,42,47,0.893617021276596
"days",180,1,"Covariate-adjusted",0.05,1,9,14,0.642857142857143
"days",180,1,"Covariate-adjusted",0.1,1,21,26,0.807692307692308
"days",180,1,"Covariate-adjusted",0.2,1,26,31,0.838709677419355
"days",180,2,"Simple univariate",0.05,1,20,25,0.8
"days",180,2,"Simple univariate",0.1,1,29,34,0.852941176470588
"days",180,2,"Simple univariate",0.2,1,35,40,0.875
"days",180,2,"Covariate-adjusted",0.05,1,2,7,0.285714285714286
"days",180,2,"Covariate-adjusted",0.1,1,9,14,0.642857142857143
"days",180,2,"Covariate-adjusted",0.2,1,17,22,0.772727272727273
"days",180,3,"Simple univariate",0.05,1,24,29,0.827586206896552
"days",180,3,"Simple univariate",0.1,1,28,33,0.848484848484849
"days",180,3,"Simple univariate",0.2,1,34,39,0.871794871794872
"days",180,3,"Covariate-adjusted",0.05,0.4,12,14,0.857142857142857
"days",180,3,"Covariate-adjusted",0.1,0.6,14,17,0.823529411764706
"days",180,3,"Covariate-adjusted",0.2,0.8,25,29,0.862068965517241
"days",180,4,"Simple univariate",0.05,1,16,21,0.761904761904762
"days",180,4,"Simple univariate",0.1,1,22,27,0.814814814814815
"days",180,4,"Simple univariate",0.2,1,37,42,0.880952380952381
"days",180,4,"Covariate-adjusted",0.05,1,5,10,0.5
"days",180,4,"Covariate-adjusted",0.1,1,5,10,0.5
"days",180,4,"Covariate-adjusted",0.2,1,15,20,0.75
"days",180,5,"Simple univariate",0.05,1,23,28,0.821428571428571
"days",180,5,"Simple univariate",0.1,1,30,35,0.857142857142857
"days",180,5,"Simple univariate",0.2,1,35,40,0.875
"days",180,5,"Covariate-adjusted",0.05,0.6,8,11,0.727272727272727
"days",180,5,"Covariate-adjusted",0.1,0.6,13,16,0.8125
"days",180,5,"Covariate-adjusted",0.2,0.6,17,20,0.85
"days",180,6,"Simple univariate",0.05,1,31,36,0.861111111111111
"days",180,6,"Simple univariate",0.1,1,38,43,0.883720930232558
"days",180,6,"Simple univariate",0.2,1,57,62,0.919354838709677
"days",180,6,"Covariate-adjusted",0.05,0.6,13,16,0.8125
"days",180,6,"Covariate-adjusted",0.1,0.6,23,26,0.884615384615385
"days",180,6,"Covariate-adjusted",0.2,0.6,32,35,0.914285714285714
"days",180,7,"Simple univariate",0.05,1,24,29,0.827586206896552
"days",180,7,"Simple univariate",0.1,1,29,34,0.852941176470588
"days",180,7,"Simple univariate",0.2,1,42,47,0.893617021276596
"days",180,7,"Covariate-adjusted",0.05,1,17,22,0.772727272727273
"days",180,7,"Covariate-adjusted",0.1,1,21,26,0.807692307692308
"days",180,7,"Covariate-adjusted",0.2,1,33,38,0.868421052631579
"days",180,8,"Simple univariate",0.05,1,21,26,0.807692307692308
"days",180,8,"Simple univariate",0.1,1,23,28,0.821428571428571
"days",180,8,"Simple univariate",0.2,1,29,34,0.852941176470588
"days",180,8,"Covariate-adjusted",0.05,0.6,7,10,0.7
"days",180,8,"Covariate-adjusted",0.1,0.8,16,20,0.8
"days",180,8,"Covariate-adjusted",0.2,0.8,23,27,0.851851851851852
"days",180,9,"Simple univariate",0.05,1,23,28,0.821428571428571
"days",180,9,"Simple univariate",0.1,1,26,31,0.838709677419355
"days",180,9,"Simple univariate",0.2,1,30,35,0.857142857142857
"days",180,9,"Covariate-adjusted",0.05,0.8,8,12,0.666666666666667
"days",180,9,"Covariate-adjusted",0.1,0.8,8,12,0.666666666666667
"days",180,9,"Covariate-adjusted",0.2,1,15,20,0.75
"days",180,10,"Simple univariate",0.05,1,21,26,0.807692307692308
"days",180,10,"Simple univariate",0.1,1,28,33,0.848484848484849
"days",180,10,"Simple univariate",0.2,1,42,47,0.893617021276596
"days",180,10,"Covariate-adjusted",0.05,1,14,19,0.736842105263158
"days",180,10,"Covariate-adjusted",0.1,1,22,27,0.814814814814815
"days",180,10,"Covariate-adjusted",0.2,1,33,38,0.868421052631579
"days",180,11,"Simple univariate",0.05,1,34,39,0.871794871794872
"days",180,11,"Simple univariate",0.1,1,42,47,0.893617021276596
"days",180,11,"Simple univariate",0.2,1,45,50,0.9
"days",180,11,"Covariate-adjusted",0.05,0.8,9,13,0.692307692307692
"days",180,11,"Covariate-adjusted",0.1,0.8,12,16,0.75
"days",180,11,"Covariate-adjusted",0.2,1,20,25,0.8
"days",180,12,"Simple univariate",0.05,1,17,22,0.772727272727273
"days",180,12,"Simple univariate",0.1,1,28,33,0.848484848484849
"days",180,12,"Simple univariate",0.2,1,36,41,0.878048780487805
"days",180,12,"Covariate-adjusted",0.05,0.6,7,10,0.7
"days",180,12,"Covariate-adjusted",0.1,0.6,13,16,0.8125
"days",180,12,"Covariate-adjusted",0.2,0.6,23,26,0.884615384615385
"days",180,13,"Simple univariate",0.05,1,19,24,0.791666666666667
"days",180,13,"Simple univariate",0.1,1,22,27,0.814814814814815
"days",180,13,"Simple univariate",0.2,1,36,41,0.878048780487805
"days",180,13,"Covariate-adjusted",0.05,1,10,15,0.666666666666667
"days",180,13,"Covariate-adjusted",0.1,1,12,17,0.705882352941177
"days",180,13,"Covariate-adjusted",0.2,1,15,20,0.75
"days",180,14,"Simple univariate",0.05,1,26,31,0.838709677419355
"days",180,14,"Simple univariate",0.1,1,35,40,0.875
"days",180,14,"Simple univariate",0.2,1,42,47,0.893617021276596
"days",180,14,"Covariate-adjusted",0.05,0.8,10,14,0.714285714285714
"days",180,14,"Covariate-adjusted",0.1,1,16,21,0.761904761904762
"days",180,14,"Covariate-adjusted",0.2,1,26,31,0.838709677419355
"days",180,15,"Simple univariate",0.05,1,28,33,0.848484848484849
"days",180,15,"Simple univariate",0.1,1,33,38,0.868421052631579
"days",180,15,"Simple univariate",0.2,1,44,49,0.897959183673469
"days",180,15,"Covariate-adjusted",0.05,0.8,9,13,0.692307692307692
"days",180,15,"Covariate-adjusted",0.1,0.8,11,15,0.733333333333333
"days",180,15,"Covariate-adjusted",0.2,1,18,23,0.782608695652174
"days",180,16,"Simple univariate",0.05,1,21,26,0.807692307692308
"days",180,16,"Simple univariate",0.1,1,28,33,0.848484848484849
"days",180,16,"Simple univariate",0.2,1,38,43,0.883720930232558
"days",180,16,"Covariate-adjusted",0.05,0.4,8,10,0.8
"days",180,16,"Covariate-adjusted",0.1,0.4,10,12,0.833333333333333
"days",180,16,"Covariate-adjusted",0.2,0.6,23,26,0.884615384615385
"days",180,17,"Simple univariate",0.05,1,28,33,0.848484848484849
"days",180,17,"Simple univariate",0.1,1,32,37,0.864864864864865
"days",180,17,"Simple univariate",0.2,1,38,43,0.883720930232558
"days",180,17,"Covariate-adjusted",0.05,0.8,23,27,0.851851851851852
"days",180,17,"Covariate-adjusted",0.1,0.8,32,36,0.888888888888889
"days",180,17,"Covariate-adjusted",0.2,0.8,43,47,0.914893617021277
"days",180,18,"Simple univariate",0.05,1,25,30,0.833333333333333
"days",180,18,"Simple univariate",0.1,1,35,40,0.875
"days",180,18,"Simple univariate",0.2,1,42,47,0.893617021276596
"days",180,18,"Covariate-adjusted",0.05,0.8,15,19,0.789473684210526
"days",180,18,"Covariate-adjusted",0.1,1,18,23,0.782608695652174
"days",180,18,"Covariate-adjusted",0.2,1,25,30,0.833333333333333
"days",180,19,"Simple univariate",0.05,1,22,27,0.814814814814815
"days",180,19,"Simple univariate",0.1,1,26,31,0.838709677419355
"days",180,19,"Simple univariate",0.2,1,32,37,0.864864864864865
"days",180,19,"Covariate-adjusted",0.05,1,9,14,0.642857142857143
"days",180,19,"Covariate-adjusted",0.1,1,13,18,0.722222222222222
"days",180,19,"Covariate-adjusted",0.2,1,20,25,0.8
"days",180,20,"Simple univariate",0.05,1,24,29,0.827586206896552
"days",180,20,"Simple univariate",0.1,1,29,34,0.852941176470588
"days",180,20,"Simple univariate",0.2,1,40,45,0.888888888888889
"days",180,20,"Covariate-adjusted",0.05,1,9,14,0.642857142857143
"days",180,20,"Covariate-adjusted",0.1,1,10,15,0.666666666666667
"days",180,20,"Covariate-adjusted",0.2,1,17,22,0.772727272727273
"days",180,21,"Simple univariate",0.05,1,22,27,0.814814814814815
"days",180,21,"Simple univariate",0.1,1,33,38,0.868421052631579
"days",180,21,"Simple univariate",0.2,1,48,53,0.905660377358491
"days",180,21,"Covariate-adjusted",0.05,0.8,10,14,0.714285714285714
"days",180,21,"Covariate-adjusted",0.1,1,11,16,0.6875
"days",180,21,"Covariate-adjusted",0.2,1,25,30,0.833333333333333
"days",180,22,"Simple univariate",0.05,1,25,30,0.833333333333333
"days",180,22,"Simple univariate",0.1,1,38,43,0.883720930232558
"days",180,22,"Simple univariate",0.2,1,45,50,0.9
"days",180,22,"Covariate-adjusted",0.05,0.6,11,14,0.785714285714286
"days",180,22,"Covariate-adjusted",0.1,0.8,18,22,0.818181818181818
"days",180,22,"Covariate-adjusted",0.2,0.8,33,37,0.891891891891892
"days",180,23,"Simple univariate",0.05,1,33,38,0.868421052631579
"days",180,23,"Simple univariate",0.1,1,42,47,0.893617021276596
"days",180,23,"Simple univariate",0.2,1,49,54,0.907407407407407
"days",180,23,"Covariate-adjusted",0.05,0.4,14,16,0.875
"days",180,23,"Covariate-adjusted",0.1,0.8,19,23,0.826086956521739
"days",180,23,"Covariate-adjusted",0.2,1,28,33,0.848484848484849
"days",180,24,"Simple univariate",0.05,1,28,33,0.848484848484849
"days",180,24,"Simple univariate",0.1,1,28,33,0.848484848484849
"days",180,24,"Simple univariate",0.2,1,36,41,0.878048780487805
"days",180,24,"Covariate-adjusted",0.05,0.8,9,13,0.692307692307692
"days",180,24,"Covariate-adjusted",0.1,0.8,13,17,0.764705882352941
"days",180,24,"Covariate-adjusted",0.2,0.8,20,24,0.833333333333333
"days",180,25,"Simple univariate",0.05,1,24,29,0.827586206896552
"days",180,25,"Simple univariate",0.1,1,31,36,0.861111111111111
"days",180,25,"Simple univariate",0.2,1,38,43,0.883720930232558
"days",180,25,"Covariate-adjusted",0.05,0.6,9,12,0.75
"days",180,25,"Covariate-adjusted",0.1,0.6,15,18,0.833333333333333
"days",180,25,"Covariate-adjusted",0.2,0.6,27,30,0.9
"days",180,26,"Simple univariate",0.05,1,26,31,0.838709677419355
"days",180,26,"Simple univariate",0.1,1,28,33,0.848484848484849
"days",180,26,"Simple univariate",0.2,1,31,36,0.861111111111111
"days",180,26,"Covariate-adjusted",0.05,1,15,20,0.75
"days",180,26,"Covariate-adjusted",0.1,1,20,25,0.8
"days",180,26,"Covariate-adjusted",0.2,1,25,30,0.833333333333333
"days",180,27,"Simple univariate",0.05,1,25,30,0.833333333333333
"days",180,27,"Simple univariate",0.1,1,33,38,0.868421052631579
"days",180,27,"Simple univariate",0.2,1,42,47,0.893617021276596
"days",180,27,"Covariate-adjusted",0.05,1,12,17,0.705882352941177
"days",180,27,"Covariate-adjusted",0.1,1,15,20,0.75
"days",180,27,"Covariate-adjusted",0.2,1,22,27,0.814814814814815
"days",180,28,"Simple univariate",0.05,1,12,17,0.705882352941177
"days",180,28,"Simple univariate",0.1,1,24,29,0.827586206896552
"days",180,28,"Simple univariate",0.2,1,33,38,0.868421052631579
"days",180,28,"Covariate-adjusted",0.05,1,5,10,0.5
"days",180,28,"Covariate-adjusted",0.1,1,10,15,0.666666666666667
"days",180,28,"Covariate-adjusted",0.2,1,15,20,0.75
"days",180,29,"Simple univariate",0.05,1,17,22,0.772727272727273
"days",180,29,"Simple univariate",0.1,1,19,24,0.791666666666667
"days",180,29,"Simple univariate",0.2,1,34,39,0.871794871794872
"days",180,29,"Covariate-adjusted",0.05,1,8,13,0.615384615384615
"days",180,29,"Covariate-adjusted",0.1,1,10,15,0.666666666666667
"days",180,29,"Covariate-adjusted",0.2,1,18,23,0.782608695652174
"days",180,30,"Simple univariate",0.05,1,28,33,0.848484848484849
"days",180,30,"Simple univariate",0.1,1,38,43,0.883720930232558
"days",180,30,"Simple univariate",0.2,1,43,48,0.895833333333333
"days",180,30,"Covariate-adjusted",0.05,0.8,14,18,0.777777777777778
"days",180,30,"Covariate-adjusted",0.1,0.8,27,31,0.870967741935484
