"vary","value","sim","model","fdr_threshold","sensitivity","false_positives","n_significant","observed_fdr"
"households",160,26,"Simple univariate",0.05,1,26,31,0.838709677419355
"households",160,26,"Simple univariate",0.1,1,33,38,0.868421052631579
"households",160,26,"Simple univariate",0.2,1,47,52,0.903846153846154
"households",160,26,"Covariate-adjusted",0.05,1,25,30,0.833333333333333
"households",160,26,"Covariate-adjusted",0.1,1,29,34,0.852941176470588
"households",160,26,"Covariate-adjusted",0.2,1,37,42,0.880952380952381
"households",160,27,"Simple univariate",0.05,1,22,27,0.814814814814815
"households",160,27,"Simple univariate",0.1,1,30,35,0.857142857142857
"households",160,27,"Simple univariate",0.2,1,41,46,0.891304347826087
"households",160,27,"Covariate-adjusted",0.05,1,18,23,0.782608695652174
"households",160,27,"Covariate-adjusted",0.1,1,22,27,0.814814814814815
"households",160,27,"Covariate-adjusted",0.2,1,27,32,0.84375
"households",160,28,"Simple univariate",0.05,1,18,23,0.782608695652174
"households",160,28,"Simple univariate",0.1,1,31,36,0.861111111111111
"households",160,28,"Simple univariate",0.2,1,39,44,0.886363636363636
"households",160,28,"Covariate-adjusted",0.05,1,12,17,0.705882352941177
"households",160,28,"Covariate-adjusted",0.1,1,12,17,0.705882352941177
"households",160,28,"Covariate-adjusted",0.2,1,26,31,0.838709677419355
"households",160,29,"Simple univariate",0.05,1,25,30,0.833333333333333
"households",160,29,"Simple univariate",0.1,1,28,33,0.848484848484849
"households",160,29,"Simple univariate",0.2,1,36,41,0.878048780487805
"households",160,29,"Covariate-adjusted",0.05,1,10,15,0.666666666666667
"households",160,29,"Covariate-adjusted",0.1,1,19,24,0.791666666666667
"households",160,29,"Covariate-adjusted",0.2,1,24,29,0.827586206896552
"households",160,30,"Simple univariate",0.05,1,22,27,0.814814814814815
"households",160,30,"Simple univariate",0.1,1,36,41,0.878048780487805
"households",160,30,"Simple univariate",0.2,1,44,49,0.897959183673469
"households",160,30,"Covariate-adjusted",0.05,1,19,24,0.791666666666667
"households",160,30,"Covariate-adjusted",0.1,1,28,33,0.848484848484849
"households",160,30,"Covariate-adjusted",0.2,1,42,47,0.893617021276596
"households",160,31,"Simple univariate",0.05,1,25,30,0.833333333333333
"households",160,31,"Simple univariate",0.1,1,34,39,0.871794871794872
"households",160,31,"Simple univariate",0.2,1,42,47,0.893617021276596
"households",160,31,"Covariate-adjusted",0.05,0.8,9,13,0.692307692307692
"households",160,31,"Covariate-adjusted",0.1,0.8,11,15,0.733333333333333
"households",160,31,"Covariate-adjusted",0.2,0.8,22,26,0.846153846153846
"households",160,32,"Simple univariate",0.05,1,23,28,0.821428571428571
"households",160,32,"Simple univariate",0.1,1,23,28,0.821428571428571
"households",160,32,"Simple univariate",0.2,1,33,38,0.868421052631579
"households",160,32,"Covariate-adjusted",0.05,1,19,24,0.791666666666667
"households",160,32,"Covariate-adjusted",0.1,1,27,32,0.84375
"households",160,32,"Covariate-adjusted",0.2,1,30,35,0.857142857142857
"households",160,33,"Simple univariate",0.05,1,25,30,0.833333333333333
"households",160,33,"Simple univariate",0.1,1,31,36,0.861111111111111
"households",160,33,"Simple univariate",0.2,1,41,46,0.891304347826087
"households",160,33,"Covariate-adjusted",0.05,0.8,11,15,0.733333333333333
"households",160,33,"Covariate-adjusted",0.1,1,22,27,0.814814814814815
"households",160,33,"Covariate-adjusted",0.2,1,38,43,0.883720930232558
"households",160,34,"Simple univariate",0.05,1,28,33,0.848484848484849
"households",160,34,"Simple univariate",0.1,1,33,38,0.868421052631579
"households",160,34,"Simple univariate",0.2,1,38,43,0.883720930232558
"households",160,34,"Covariate-adjusted",0.05,1,16,21,0.761904761904762
"households",160,34,"Covariate-adjusted",0.1,1,21,26,0.807692307692308
"households",160,34,"Covariate-adjusted",0.2,1,30,35,0.857142857142857
"households",160,35,"Simple univariate",0.05,1,26,31,0.838709677419355
"households",160,35,"Simple univariate",0.1,1,33,38,0.868421052631579
"households",160,35,"Simple univariate",0.2,1,44,49,0.897959183673469
"households",160,35,"Covariate-adjusted",0.05,0.8,14,18,0.777777777777778
"households",160,35,"Covariate-adjusted",0.1,0.8,22,26,0.846153846153846
"households",160,35,"Covariate-adjusted",0.2,0.8,40,44,0.909090909090909
"households",160,36,"Simple univariate",0.05,1,22,27,0.814814814814815
"households",160,36,"Simple univariate",0.1,1,25,30,0.833333333333333
"households",160,36,"Simple univariate",0.2,1,32,37,0.864864864864865
"households",160,36,"Covariate-adjusted",0.05,0.8,16,20,0.8
"households",160,36,"Covariate-adjusted",0.1,0.8,16,20,0.8
"households",160,36,"Covariate-adjusted",0.2,0.8,18,22,0.818181818181818
"households",160,37,"Simple univariate",0.05,1,18,23,0.782608695652174
"households",160,37,"Simple univariate",0.1,1,25,30,0.833333333333333
"households",160,37,"Simple univariate",0.2,1,39,44,0.886363636363636
"households",160,37,"Covariate-adjusted",0.05,1,11,16,0.6875
"households",160,37,"Covariate-adjusted",0.1,1,16,21,0.761904761904762
"households",160,37,"Covariate-adjusted",0.2,1,20,25,0.8
"households",160,38,"Simple univariate",0.05,1,20,25,0.8
"households",160,38,"Simple univariate",0.1,1,25,30,0.833333333333333
"households",160,38,"Simple univariate",0.2,1,32,37,0.864864864864865
"households",160,38,"Covariate-adjusted",0.05,0.8,15,19,0.789473684210526
"households",160,38,"Covariate-adjusted",0.1,0.8,18,22,0.818181818181818
"households",160,38,"Covariate-adjusted",0.2,1,26,31,0.838709677419355
"households",160,39,"Simple univariate",0.05,1,24,29,0.827586206896552
"households",160,39,"Simple univariate",0.1,1,30,35,0.857142857142857
"households",160,39,"Simple univariate",0.2,1,47,52,0.903846153846154
"households",160,39,"Covariate-adjusted",0.05,1,14,19,0.736842105263158
"households",160,39,"Covariate-adjusted",0.1,1,21,26,0.807692307692308
"households",160,39,"Covariate-adjusted",0.2,1,31,36,0.861111111111111
"households",160,40,"Simple univariate",0.05,1,22,27,0.814814814814815
"households",160,40,"Simple univariate",0.1,1,28,33,0.848484848484849
"households",160,40,"Simple univariate",0.2,1,34,39,0.871794871794872
"households",160,40,"Covariate-adjusted",0.05,1,13,18,0.722222222222222
"households",160,40,"Covariate-adjusted",0.1,1,17,22,0.772727272727273
"households",160,40,"Covariate-adjusted",0.2,1,23,28,0.821428571428571
"households",160,41,"Simple univariate",0.05,1,32,37,0.864864864864865
"households",160,41,"Simple univariate",0.1,1,38,43,0.883720930232558
"households",160,41,"Simple univariate",0.2,1,42,47,0.893617021276596
"households",160,41,"Covariate-adjusted",0.05,0.8,14,18,0.777777777777778
"households",160,41,"Covariate-adjusted",0.1,0.8,20,24,0.833333333333333
"households",160,41,"Covariate-adjusted",0.2,0.8,30,34,0.882352941176471
"households",160,42,"Simple univariate",0.05,1,26,31,0.838709677419355
"households",160,42,"Simple univariate",0.1,1,29,34,0.852941176470588
"households",160,42,"Simple univariate",0.2,1,36,41,0.878048780487805
"households",160,42,"Covariate-adjusted",0.05,1,15,20,0.75
"households",160,42,"Covariate-adjusted",0.1,1,24,29,0.827586206896552
"households",160,42,"Covariate-adjusted",0.2,1,28,33,0.848484848484849
"households",160,43,"Simple univariate",0.05,1,27,32,0.84375
"households",160,43,"Simple univariate",0.1,1,31,36,0.861111111111111
"households",160,43,"Simple univariate",0.2,1,39,44,0.886363636363636
"households",160,43,"Covariate-adjusted",0.05,1,16,21,0.761904761904762
"households",160,43,"Covariate-adjusted",0.1,1,18,23,0.782608695652174
"households",160,43,"Covariate-adjusted",0.2,1,25,30,0.833333333333333
"households",160,44,"Simple univariate",0.05,1,22,27,0.814814814814815
"households",160,44,"Simple univariate",0.1,1,27,32,0.84375
"households",160,44,"Simple univariate",0.2,1,35,40,0.875
"households",160,44,"Covariate-adjusted",0.05,1,15,20,0.75
"households",160,44,"Covariate-adjusted",0.1,1,16,21,0.761904761904762
"households",160,44,"Covariate-adjusted",0.2,1,21,26,0.807692307692308
"households",160,45,"Simple univariate",0.05,1,23,28,0.821428571428571
"households",160,45,"Simple univariate",0.1,1,29,34,0.852941176470588
"households",160,45,"Simple univariate",0.2,1,44,49,0.897959183673469
"households",160,45,"Covariate-adjusted",0.05,1,12,17,0.705882352941177
"households",160,45,"Covariate-adjusted",0.1,1,15,20,0.75
"households",160,45,"Covariate-adjusted",0.2,1,22,27,0.814814814814815
"households",160,46,"Simple univariate",0.05,1,27,32,0.84375
"households",160,46,"Simple univariate",0.1,1,39,44,0.886363636363636
"households",160,46,"Simple univariate",0.2,1,44,49,0.897959183673469
"households",160,46,"Covariate-adjusted",0.05,0.8,17,21,0.80952380952381
"households",160,46,"Covariate-adjusted",0.1,1,25,30,0.833333333333333
"households",160,46,"Covariate-adjusted",0.2,1,41,46,0.891304347826087
"households",160,47,"Simple univariate",0.05,1,25,30,0.833333333333333
"households",160,47,"Simple univariate",0.1,1,28,33,0.848484848484849
"households",160,47,"Simple univariate",0.2,1,34,39,0.871794871794872
"households",160,47,"Covariate-adjusted",0.05,1,15,20,0.75
"households",160,47,"Covariate-adjusted",0.1,1,22,27,0.814814814814815
"households",160,47,"Covariate-adjusted",0.2,1,27,32,0.84375
"households",160,48,"Simple univariate",0.05,1,25,30,0.833333333333333
"households",160,48,"Simple univariate",0.1,1,26,31,0.838709677419355
"households",160,48,"Simple univariate",0.2,1,29,34,0.852941176470588
"households",160,48,"Covariate-adjusted",0.05,1,20,25,0.8
"households",160,48,"Covariate-adjusted",0.1,1,21,26,0.807692307692308
"households",160,48,"Covariate-adjusted",0.2,1,30,35,0.857142857142857
"households",160,49,"Simple univariate",0.05,1,27,32,0.84375
"households",160,49,"Simple univariate",0.1,1,33,38,0.868421052631579
"households",160,49,"Simple univariate",0.2,1,41,46,0.891304347826087
"households",160,49,"Covariate-adjusted",0.05,0.8,18,22,0.818181818181818
"households",160,49,"Covariate-adjusted",0.1,0.8,23,27,0.851851851851852
"households",160,49,"Covariate-adjusted",0.2,1,37,42,0.880952380952381
"households",160,50,"Simple univariate",0.05,1,33,38,0.868421052631579
"households",160,50,"Simple univariate",0.1,1,35,40,0.875
"households",160,50,"Simple univariate",0.2,1,41,46,0.891304347826087
"households",160,50,"Covariate-adjusted",0.05,1,21,26,0.807692307692308
"households",160,50,"Covariate-adjusted",0.1,1,30,35,0.857142857142857
"households",160,50,"Covariate-adjusted",0.2,1,35,40,0.875
"days",30,1,"Simple univariate",0.05,0.6,21,24,0.875
"days",30,1,"Simple univariate",0.1,0.6,28,31,0.903225806451613
"days",30,1,"Simple univariate",0.2,0.6,36,39,0.923076923076923
"days",30,1,"Covariate-adjusted",0.05,0.4,13,15,0.866666666666667
"days",30,1,"Covariate-adjusted",0.1,0.4,23,25,0.92
"days",30,1,"Covariate-adjusted",0.2,0.4,34,36,0.944444444444444
"days",30,2,"Simple univariate",0.05,0.4,20,22,0.909090909090909
"days",30,2,"Simple univariate",0.1,0.4,28,30,0.933333333333333
"days",30,2,"Simple univariate",0.2,0.4,39,41,0.951219512195122
"days",30,2,"Covariate-adjusted",0.05,0.4,17,19,0.894736842105263
"days",30,2,"Covariate-adjusted",0.1,0.4,23,25,0.92
"days",30,2,"Covariate-adjusted",0.2,0.4,31,33,0.939393939393939
"days",30,3,"Simple univariate",0.05,0.8,23,27,0.851851851851852
"days",30,3,"Simple univariate",0.1,0.8,30,34,0.882352941176471
"days",30,3,"Simple univariate",0.2,0.8,50,54,0.925925925925926
"days",30,3,"Covariate-adjusted",0.05,0.4,22,24,0.916666666666667
"days",30,3,"Covariate-adjusted",0.1,0.6,27,30,0.9
"days",30,3,"Covariate-adjusted",0.2,0.6,36,39,0.923076923076923
"days",30,4,"Simple univariate",0.05,0.4,29,31,0.935483870967742
"days",30,4,"Simple univariate",0.1,0.4,36,38,0.947368421052632
"days",30,4,"Simple univariate",0.2,0.4,45,47,0.957446808510638
"days",30,4,"Covariate-adjusted",0.05,0.4,23,25,0.92
"days",30,4,"Covariate-adjusted",0.1,0.4,26,28,0.928571428571429
"days",30,4,"Covariate-adjusted",0.2,0.4,41,43,0.953488372093023
"days",30,5,"Simple univariate",0.05,0.6,18,21,0.857142857142857
"days",30,5,"Simple univariate",0.1,0.6,24,27,0.888888888888889
"days",30,5,"Simple univariate",0.2,0.6,33,36,0.916666666666667
"days",30,5,"Covariate-adjusted",0.05,0,10,10,1
"days",30,5,"Covariate-adjusted",0.1,0.2,15,16,0.9375
"days",30,5,"Covariate-adjusted",0.2,0.2,16,17,0.941176470588235
"days",30,6,"Simple univariate",0.05,0.6,26,29,0.896551724137931
"days",30,6,"Simple univariate",0.1,0.6,30,33,0.909090909090909
"days",30,6,"Simple univariate",0.2,0.6,45,48,0.9375
"days",30,6,"Covariate-adjusted",0.05,0.4,21,23,0.91304347826087
"days",30,6,"Covariate-adjusted",0.1,0.4,22,24,0.916666666666667
"days",30,6,"Covariate-adjusted",0.2,0.4,34,36,0.944444444444444
"days",30,7,"Simple univariate",0.05,0.8,24,28,0.857142857142857
"days",30,7,"Simple univariate",0.1,0.8,30,34,0.882352941176471
"days",30,7,"Simple univariate",0.2,0.8,41,45,0.911111111111111
"days",30,7,"Covariate-adjusted",0.05,0.4,23,25,0.92
"days",30,7,"Covariate-adjusted",0.1,0.4,28,30,0.933333333333333
"days",30,7,"Covariate-adjusted",0.2,0.4,37,39,0.948717948717949
"days",30,8,"Simple univariate",0.05,0.2,20,21,0.952380952380952
"days",30,8,"Simple univariate",0.1,0.6,32,35,0.914285714285714
"days",30,8,"Simple univariate",0.2,0.6,43,46,0.934782608695652
"days",30,8,"Covariate-adjusted",0.05,0,20,20,1
"days",30,8,"Covariate-adjusted",0.1,0,29,29,1
"days",30,8,"Covariate-adjusted",0.2,0,35,35,1
"days",30,9,"Simple univariate",0.05,0.6,22,25,0.88
"days",30,9,"Simple univariate",0.1,0.8,25,29,0.862068965517241
"days",30,9,"Simple univariate",0.2,0.8,34,38,0.894736842105263
"days",30,9,"Covariate-adjusted",0.05,0.4,14,16,0.875
"days",30,9,"Covariate-adjusted",0.1,0.6,26,29,0.896551724137931
"days",30,9,"Covariate-adjusted",0.2,0.6,34,37,0.918918918918919
"days",30,10,"Simple univariate",0.05,0.4,23,25,0.92
"days",30,10,"Simple univariate",0.1,0.4,28,30,0.933333333333333
"days",30,10,"Simple univariate",0.2,0.4,32,34,0.941176470588235
"days",30,10,"Covariate-adjusted",0.05,0.2,22,23,0.956521739130435
"days",30,10,"Covariate-adjusted",0.1,0.2,22,23,0.956521739130435
"days",30,10,"Covariate-adjusted",0.2,0.2,30,31,0.967741935483871
"days",30,11,"Simple univariate",0.05,0.6,16,19,0.842105263157895
"days",30,11,"Simple univariate",0.1,0.6,24,27,0.888888888888889
"days",30,11,"Simple univariate",0.2,0.8,33,37,0.891891891891892
"days",30,11,"Covariate-adjusted",0.05,0.4,10,12,0.833333333333333
"days",30,11,"Covariate-adjusted",0.1,0.4,18,20,0.9
"days",30,11,"Covariate-adjusted",0.2,0.6,26,29,0.896551724137931
"days",30,12,"Simple univariate",0.05,0.2,16,17,0.941176470588235
"days",30,12,"Simple univariate",0.1,0.4,23,25,0.92
"days",30,12,"Simple univariate",0.2,0.4,38,40,0.95
"days",30,12,"Covariate-adjusted",0.05,0.6,14,17,0.823529411764706
"days",30,12,"Covariate-adjusted",0.1,0.6,16,19,0.842105263157895
"days",30,12,"Covariate-adjusted",0.2,0.6,33,36,0.916666666666667
"days",30,13,"Simple univariate",0.05,0.6,23,26,0.884615384615385
"days",30,13,"Simple univariate",0.1,0.6,27,30,0.9
"days",30,13,"Simple univariate",0.2,0.6,39,42,0.928571428571429
"days",30,13,"Covariate-adjusted",0.05,0.2,15,16,0.9375
"days",30,13,"Covariate-adjusted",0.1,0.2,20,21,0.952380952380952
"days",30,13,"Covariate-adjusted",0.2,0.4,28,30,0.933333333333333
"days",30,14,"Simple univariate",0.05,0,17,17,1
"days",30,14,"Simple univariate",0.1,0,18,18,1
"days",30,14,"Simple univariate",0.2,0.4,21,23,0.91304347826087
"days",30,14,"Covariate-adjusted",0.05,0,13,13,1
"days",30,14,"Covariate-adjusted",0.1,0,21,21,1
"days",30,14,"Covariate-adjusted",0.2,0,25,25,1
"days",30,15,"Simple univariate",0.05,0.6,17,20,0.85
"days",30,15,"Simple univariate",0.1,0.6,24,27,0.888888888888889
"days",30,15,"Simple univariate",0.2,0.8,40,44,0.909090909090909
"days",30,15,"Covariate-adjusted",0.05,0.4,15,17,0.882352941176471
"days",30,15,"Covariate-adjusted",0.1,0.8,28,32,0.875
"days",30,15,"Covariate-adjusted",0.2,1,43,48,0.895833333333333
"days",30,16,"Simple univariate",0.05,0.6,19,22,0.863636363636364
"days",30,16,"Simple univariate",0.1,0.8,27,31,0.870967741935484
"days",30,16,"Simple univariate",0.2,0.8,41,45,0.911111111111111
"days",30,16,"Covariate-adjusted",0.05,0.2,10,11,0.909090909090909
"days",30,16,"Covariate-adjusted",0.1,0.4,18,20,0.9
"days",30,16,"Covariate-adjusted",0.2,0.4,24,26,0.923076923076923
"days",30,17,"Simple univariate",0.05,0.2,19,20,0.95
"days",30,17,"Simple univariate",0.1,0.4,26,28,0.928571428571429
"days",30,17,"Simple univariate",0.2,0.4,38,40,0.95
"days",30,17,"Covariate-adjusted",0.05,0.2,18,19,0.947368421052632
"days",30,17,"Covariate-adjusted",0.1,0.2,23,24,0.958333333333333
"days",30,17,"Covariate-adjusted",0.2,0.2,34,35,0.971428571428571
"days",30,18,"Simple univariate",0.05,0.6,21,24,0.875
"days",30,18,"Simple univariate",0.1,0.6,29,32,0.90625
"days",30,18,"Simple univariate",0.2,0.6,42,45,0.933333333333333
"days",30,18,"Covariate-adjusted",0.05,0.4,20,22,0.909090909090909
"days",30,18,"Covariate-adjusted",0.1,0.4,23,25,0.92
"days",30,18,"Covariate-adjusted",0.2,0.4,32,34,0.941176470588235
"days",30,19,"Simple univariate",0.05,0.4,18,20,0.9
"days",30,19,"Simple univariate",0.1,0.4,22,24,0.916666666666667
"days",30,19,"Simple univariate",0.2,0.6,29,32,0.90625
